1537403315000,jonvoth,4.5,12.00,12.60391814
1537406924000,jonvoth,7,12.00,19.60609488
1537486975000,jonvoth,5.8,12.00,16.24505004
1537491063000,jonvoth,40,2.00,18.67247131
1537498152000,jonvoth,40,2.00,18.67247131
1537592302000,jonvoth,5.8,12.00,16.24505004
1537642950000,jonvoth,5.8,6.00,8.122525021
1537650072000,jonvoth,5.7,16.00,21.2866173
1537650080000,jonvoth,4.7,16.00,17.55212303
1537653860000,jonvoth,5.1,10.00,11.90370046
1537656416000,jonvoth,4.7,10.00,10.9700769
1537659537000,jonvoth,7,16.00,26.14145984
1537665336000,jonvoth,6,16.00,22.40696557
1537670029000,jonvoth,5.5,16.00,20.53971844
1537672264000,jonvoth,7,16.00,26.14145984
1537677314000,jonvoth,40,1.00,9.336235656
1537677327000,jonvoth,5.5,16.00,20.53971844
1537677338000,jonvoth,8,4.00,7.468988525
1537930834000,jonvoth,4.5,16.00,16.80522418
1538013533000,jonvoth,4.5,12.00,12.60391814
1538092615000,jonvoth,5.8,12.00,16.24505004
1538099922000,jonvoth,5,12.00,14.00435348
1538184793000,jonvoth,40,2.00,18.67247131
1538202522000,jonvoth,5,12.00,14.00435348
1538254136000,jonvoth,5.8,6.00,8.122525021
1538256154000,jonvoth,4.5,6.00,6.301959068
1538262872000,jonvoth,6.1,16.00,22.780415
1538266889000,jonvoth,7,16.00,26.14145984
1538269804000,jonvoth,5.5,16.00,20.53971844
1538273052000,jonvoth,4.5,16.00,16.80522418
1538276347000,jonvoth,4.5,16.00,16.80522418
1538444531000,jonvoth,5.1,12.00,14.28444055
1538536394000,jonvoth,6,16.00,22.40696557
1538616217000,jonvoth,7.1,16.00,26.51490926
1538616330000,jonvoth,5.7,16.00,21.2866173
1538775169000,jonvoth,40,1.00,9.336235656
1538786996000,jonvoth,8,20.00,37.34494262
1538790231000,jonvoth,5.8,12.00,16.24505004
1538793896000,jonvoth,40,0.50,4.668117828
1538871249000,jonvoth,6,16.00,22.40696557
1538871260000,jonvoth,5.1,6.00,7.142220277
1538871294000,jonvoth,5,16.00,18.67247131
1538871304000,jonvoth,40,1.00,9.336235656
1538873003000,jonvoth,5.8,8.00,10.83003336
1538878785000,jonvoth,7,16.00,26.14145984
1538964444000,jonvoth,40,1.00,9.336235656
1539055609000,jonvoth,40,1.00,9.336235656
1539130503000,jonvoth,40,1.00,9.336235656
1539132558000,jonvoth,5.8,13.00,17.59880421
1539135619000,jonvoth,5.1,16.00,19.04592074
1539136953000,jonvoth,7,16.00,26.14145984
1539139442000,jonvoth,6,16.00,22.40696557
1539141746000,jonvoth,5.4,16.00,20.16626902
1539144854000,jonvoth,5.1,16.00,19.04592074
1539303957000,jonvoth,40,1.00,9.336235656
1539388714000,jonvoth,6.5,8.00,12.13710635
1539392633000,jonvoth,7,12.00,19.60609488
1539402216000,jonvoth,5,12.00,14.00435348
1539471222000,jonvoth,6.5,8.00,12.13710635
1539474302000,jonvoth,7,6.00,9.803047439
1539474935000,jonvoth,40,1.00,9.336235656
1539480199000,jonvoth,40,2.00,18.67247131
1539484555000,jonvoth,5.5,16.00,20.53971844
1539488875000,jonvoth,4.7,16.00,17.55212303
1539490527000,jonvoth,40,2.00,18.67247131
1539728409000,jonvoth,40,0.50,4.668117828
1539728423000,jonvoth,5.8,6.00,8.122525021
1539731937000,jonvoth,4.5,12.00,12.60391814
1539738651000,jonvoth,8.5,6.00,11.90370046
1539740655000,jonvoth,6.5,12.00,18.20565953
1539747749000,jonvoth,7,6.00,9.803047439
1539895768000,jonvoth,40,1.50,14.00435348
1539899257000,jonvoth,5.9,16.00,22.03351615
1539902089000,jonvoth,8.1,12.00,22.68705264
1539909087000,jonvoth,6,16.00,22.40696557
1539917729000,jonvoth,6.5,12.00,18.20565953
1540013885000,jonvoth,7,12.00,19.60609488
1540074064000,jonvoth,4.9,16.00,18.29902189
1540076726000,jonvoth,6.2,12.00,17.36539832
1540081841000,jonvoth,7,12.00,19.60609488
1540084924000,jonvoth,40,1.50,14.00435348
1540086466000,jonvoth,5,12.00,14.00435348
1540086720000,jonvoth,40,0.75,7.002176742
1540101516000,jonvoth,6.2,12.00,17.36539832
1540430682000,jonvoth,4.9,16.00,18.29902189
1540510758000,jonvoth,4.9,16.00,18.29902189
1540516115000,jonvoth,5,12.00,14.00435348
1540529696000,jonvoth,40,2.00,18.67247131
1540585556000,jonvoth,6,8.00,11.20348279
1540588098000,jonvoth,5.5,12.00,15.40478883
1540598146000,jonvoth,7,12.00,19.60609488
1540601360000,jonvoth,40,1.00,9.336235656
1540610482000,jonvoth,40,1.00,9.336235656
1540692218000,jonvoth,4.9,16.00,18.29902189
1540695035000,jonvoth,4.5,12.00,12.60391814
1540697102000,jonvoth,4.6,12.00,12.88400521
1540701317000,jonvoth,4.6,12.00,12.88400521
1540705080000,jonvoth,4.6,12.00,12.88400521
1540708465000,jonvoth,7,12.00,19.60609488
1540707775000,jonvoth,40,2.00,18.67247131
1540707785000,jonvoth,40,2.00,18.67247131
1541028746000,jonvoth,6.8,16.00,25.39456098
1541029556000,jonvoth,5.7,16.00,21.2866173
1541043242000,jonvoth,6.2,12.00,17.36539832
1541205416000,jonvoth,7,12.00,19.60609488
1541211611000,jonvoth,6,12.00,16.80522418
1541257712000,jonvoth,12,3.00,8.40261209
1541283078000,jonvoth,4.9,8.00,9.149510943
1541289696000,jonvoth,6.5,12.00,18.20565953
1541293034000,jonvoth,40,2.00,18.67247131
1541295762000,jonvoth,6.5,12.00,18.20565953
1541298094000,jonvoth,6.5,12.00,18.20565953
1541300384000,jonvoth,6.5,12.00,18.20565953
1541303506000,jonvoth,6.5,12.00,18.20565953
1541307245000,jonvoth,6.5,12.00,18.20565953
1541376895000,jonvoth,7,12.00,19.60609488
1541560529000,jonvoth,7,16.00,26.14145984
1541564826000,jonvoth,7,12.00,19.60609488
1541639756000,jonvoth,4.9,16.00,18.29902189
1541650416000,jonvoth,4.9,16.00,18.29902189
1541723850000,jonvoth,5,24.00,28.00870697
1541735013000,jonvoth,4.9,16.00,18.29902189
1541807029000,jonvoth,6.5,6.00,9.102829765
1541811086000,jonvoth,5.5,16.00,20.53971844
1541813693000,jonvoth,5,16.00,18.67247131
1541819609000,jonvoth,7,12.00,19.60609488
1541823460000,jonvoth,5.5,16.00,20.53971844
1541827267000,jonvoth,5.3,12.00,14.84461469
1541885190000,jonvoth,6.5,6.00,9.102829765
1541891473000,jonvoth,40,1.50,14.00435348
1541891788000,jonvoth,13,2.00,6.068553176
1541891800000,jonvoth,5,5.00,5.835147285
1541897565000,jonvoth,40,2.00,18.67247131
1541898852000,jonvoth,6,16.00,22.40696557
1541902078000,jonvoth,13,2.00,6.068553176
1541907393000,jonvoth,7,12.00,19.60609488
1541982157000,jonvoth,7,8.00,13.07072992
1541982816000,jonvoth,13,3.00,9.102829765
1542072948000,jonvoth,13,3.00,9.102829765
1542167615000,jonvoth,7,12.00,19.60609488
1542243470000,jonvoth,7,12.00,19.60609488
1542328830000,jonvoth,13,2.50,7.585691471
1542414974000,jonvoth,7,12.00,19.60609488
1542505768000,jonvoth,7,12.00,19.60609488
1542512968000,jonvoth,7,12.00,19.60609488
1542574876000,jonvoth,7,8.00,13.07072992
1542575064000,jonvoth,40,1.00,9.336235656
1542581068000,jonvoth,13,2.00,6.068553176
