1542583255000,jonvoth,6.5,12.00,18.20565953
1542592352000,jonvoth,5,6.00,7.002176742
1542682049000,jonvoth,6.2,16.00,23.15386443
1542778250000,jonvoth,6.2,16.00,23.15386443
1542808026000,jonvoth,13,2.00,6.068553176
1542845165000,jonvoth,6.2,16.00,23.15386443
1542845197000,jonvoth,5.1,16.00,19.04592074
1542851233000,jonvoth,7,8.00,13.07072992
1542855968000,jonvoth,5,16.00,18.67247131
1542859265000,jonvoth,7,24.00,39.21218976
1542933759000,jonvoth,5.5,12.00,15.40478883
1542936459000,jonvoth,13,3.00,9.102829765
1542940073000,jonvoth,6.7,12.00,18.76583367
1542943356000,jonvoth,4.5,12.00,12.60391814
1542945888000,jonvoth,12,1.25,3.501088371
1542946993000,jonvoth,12,0.75,2.100653023
1543014047000,jonvoth,17,1.00,3.967900154
1543016359000,jonvoth,6.8,12.00,19.04592074
1543018306000,jonvoth,6.4,7.00,10.45658393
1543025491000,jonvoth,6.5,16.00,24.27421271
1543028849000,jonvoth,40,2.00,18.67247131
1543030579000,jonvoth,4.5,16.00,16.80522418
1543097970000,jonvoth,6.8,12.00,19.04592074
1543102512000,jonvoth,6,12.00,16.80522418
1543104758000,jonvoth,5.5,6.00,7.702394416
1543107625000,jonvoth,40,2.00,18.67247131
1543111313000,jonvoth,5,13.50,15.75489767
1543112313000,jonvoth,5.5,11.15,14.31361629
1543117902000,jonvoth,40,2.00,18.67247131
1543119451000,jonvoth,40,1.00,9.336235656
1543122554000,jonvoth,7,16.00,26.14145984
1543201348000,jonvoth,6.8,12.00,19.04592074
1543355768000,jonvoth,4,12.00,11.20348279
1543357172000,jonvoth,12,4.00,11.20348279
1543409263000,jonvoth,7,16.00,26.14145984
1543458678000,jonvoth,40,2.00,18.67247131
1543458701000,jonvoth,40,2.00,18.67247131
1543500642000,jonvoth,6.8,12.00,19.04592074
1543540475000,jonvoth,40,2.00,18.67247131
1543629403000,jonvoth,7,12.00,19.60609488
1543633934000,jonvoth,6.8,12.00,19.04592074
1543642751000,jonvoth,5,20.00,23.34058914
1543645002000,jonvoth,40,2.00,18.67247131
1543648062000,jonvoth,7,12.00,19.60609488
1543709422000,jonvoth,40,2.00,18.67247131
1543709449000,jonvoth,4.5,6.00,6.301959068
1543709463000,jonvoth,20,0.75,3.501088371
1543709473000,jonvoth,40,1.00,9.336235656
1543710112000,jonvoth,13,6.00,18.20565953
1543717573000,jonvoth,40,1.50,14.00435348
1543717995000,jonvoth,40,2.00,18.67247131
1543718007000,jonvoth,15,2.00,7.002176742
1543719153000,jonvoth,5,8.00,9.336235656
1543721741000,jonvoth,13,4.00,12.13710635
1543725216000,jonvoth,7,16.00,26.14145984
1543894176000,jonvoth,4.5,12.00,12.60391814
1544067203000,jonvoth,13,4.00,12.13710635
1544067216000,jonvoth,13,4.00,12.13710635
1544138349000,jonvoth,4.8,12.00,13.44417934
1544139745000,jonvoth,4.8,6.00,6.722089672
1544144113000,jonvoth,4.8,11.60,12.99604003
1544147261000,jonvoth,7,12.00,19.60609488
1544148813000,jonvoth,5.5,16.00,20.53971844
1544156748000,jonvoth,7,16.00,26.14145984
1544161847000,jonvoth,7,12.00,19.60609488
1544312188000,jonvoth,13,0.50,1.517138294
1544313248000,jonvoth,4.5,12.00,12.60391814
1544316345000,jonvoth,40,1.00,9.336235656
1544320623000,jonvoth,5,16.00,18.67247131
1544330058000,jonvoth,40,2.00,18.67247131
1544330073000,jonvoth,7,24.00,39.21218976
1544335949000,jonvoth,4,12.00,11.20348279
1544335960000,jonvoth,7,12.00,19.60609488
1544337321000,jonvoth,4.5,6.00,6.301959068
1544665064000,jonvoth,15,1.50,5.251632557
1544668500000,jonvoth,4.5,12.00,12.60391814
1544830187000,jonvoth,15,1.00,3.501088371
1544830305000,jonvoth,40,1.00,9.336235656
1544834704000,jonvoth,6.2,16.00,23.15386443
1544835724000,jonvoth,7,8.00,13.07072992
1544844286000,jonvoth,40,2.00,18.67247131
1544848100000,jonvoth,7,20.00,32.6768248
1544852114000,jonvoth,4.2,20.00,19.60609488
1544854880000,jonvoth,5.2,20.00,24.27421271
1544994969000,jonvoth,40,0.50,4.668117828
1545003118000,jonvoth,4.5,12.00,12.60391814
1545016898000,jonvoth,6,15.00,21.00653023
1545016907000,jonvoth,13,4.00,12.13710635
1545098876000,jonvoth,13,3.00,9.102829765
1545105304000,jonvoth,4.5,12.00,12.60391814
1545267015000,jonvoth,5.5,12.00,15.40478883
1545270611000,jonvoth,7,4.00,6.535364959
1545343721000,jonvoth,40,2.00,18.67247131
1545345653000,jonvoth,5.3,14.00,17.31871714
1545349491000,jonvoth,5.3,14.00,17.31871714
1545351444000,jonvoth,5.3,12.00,14.84461469
1545354114000,jonvoth,5.3,14.00,17.31871714
1545357485000,jonvoth,13,4.00,12.13710635
1545434459000,jonvoth,15,2.00,7.002176742
1545436270000,jonvoth,5.5,12.00,15.40478883
1545441349000,jonvoth,6.2,12.00,17.36539832
1545444782000,jonvoth,5.1,12.00,14.28444055
1545451119000,jonvoth,7,12.00,19.60609488
1545521043000,jonvoth,8,8.00,14.93797705
1545524278000,jonvoth,40,2.00,18.67247131
1545525393000,jonvoth,5.1,6.00,7.142220277
1545529044000,jonvoth,5,16.00,18.67247131
1545533157000,jonvoth,6.8,16.00,25.39456098
1545536616000,jonvoth,5.5,16.00,20.53971844
1545538011000,jonvoth,6.5,8.00,12.13710635
1545595548000,jonvoth,15,6.00,21.00653023
1545601674000,jonvoth,40,1.00,9.336235656
1545606041000,jonvoth,6.5,12.00,18.20565953
1545610998000,jonvoth,6.2,12.00,17.36539832
1545612121000,jonvoth,40,1.00,9.336235656
1545615653000,jonvoth,8,8.00,14.93797705
1545623991000,jonvoth,43,3.00,30.10935999
1545624062000,jonvoth,5.5,12.00,15.40478883
1545630459000,jonvoth,40,1.00,9.336235656
1545694370000,jonvoth,14,3.00,9.803047439
1545698020000,jonvoth,14,3.00,9.803047439
1545703741000,jonvoth,40,0.75,7.002176742
1545710967000,jonvoth,43,1.00,10.03645333
1545711716000,jonvoth,40,1.00,9.336235656
1545768583000,jonvoth,14,3.00,9.803047439
1545784855000,jonvoth,46,1.00,10.736671
1545786920000,jonvoth,6.2,12.00,17.36539832
1545789483000,jonvoth,7,12.00,19.60609488
1545796431000,jonvoth,5.1,12.00,14.28444055
1545868496000,jonvoth,45,1.00,10.50326511
1545872640000,jonvoth,6.2,12.00,17.36539832
1545879502000,jonvoth,7,16.00,26.14145984
1545882367000,jonvoth,7,16.00,26.14145984
1546301359000,jonvoth,5.1,12.00,14.28444055
1546306879000,jonvoth,4.5,12.00,12.60391814
1546314957000,jonvoth,45,1.00,10.50326511
1546317976000,jonvoth,5.5,12.00,15.40478883
1546323576000,jonvoth,4.5,12.00,12.60391814
1546350489000,jonvoth,45,1.00,10.50326511
1546350499000,jonvoth,16,3.00,11.20348279
1546560312000,jonvoth,45,1.00,10.50326511
1546561886000,jonvoth,6.2,16.00,23.15386443
1546567689000,jonvoth,7,16.00,26.14145984
1546573371000,jonvoth,7,16.00,26.14145984
1546577715000,jonvoth,7,16.00,26.14145984
1546581280000,jonvoth,7,16.00,26.14145984
1546611497000,jonvoth,4.5,16.00,16.80522418
1546730789000,jonvoth,5.65,12.00,15.82491944
1546732500000,jonvoth,7,6.00,9.803047439
1546737970000,jonvoth,4.3,16.00,16.05832533
1546741877000,jonvoth,7,16.00,26.14145984
1546747384000,jonvoth,4.5,16.00,16.80522418
1546751226000,jonvoth,5.1,16.00,19.04592074
1546756506000,jonvoth,5,12.00,14.00435348
1546758089000,jonvoth,5,5.00,5.835147285
1547253654000,jonvoth,13,1.00,3.034276588
1547300317000,jonvoth,45,1.00,10.50326511
1547323468000,jonvoth,7,8.00,13.07072992
1547329556000,jonvoth,4.5,16.00,16.80522418
1547342316000,jonvoth,7.5,12.00,21.00653023
1547344905000,jonvoth,6.2,16.00,23.15386443
1547347192000,jonvoth,5.6,16.00,20.91316787
1547356540000,jonvoth,40,2.00,18.67247131
1547367693000,jonvoth,7,5.00,8.169206199
1547419576000,jonvoth,5,12,14.00435348
1547420857000,jonvoth,7,12,11.43688868
1547693468000,jonvoth,4.5,12,12.60391814
1547774005000,jonvoth,4.5,12,12.60391814
1547785705000,jonvoth,4.5,12,12.60391814
1547860920000,jonvoth,4.5,12,12.60391814
1547868767000,jonvoth,5.5,12,15.40478883
1547873359000,jonvoth,6.5,12,18.20565953
